NUM,Year,Player,Team,Notes,Pos,Age,G,GS,MP,PER,TS.,X3PAr,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,INJ_IN_YR,TOT_INJ,INJ_TO_USG,MPG,INJ_TO_MIN
72,2010,Carlos Delfino,Bucks,strained neck (DNP),SF,27,75,66,2279,12.9,0.526,0.499,0.163,2.4,18,9.8,14,1.8,0.7,13.2,18,1.1,3.7,4.8,0.101,-0.1,1.8,1.6,2.1,299,732,0.408,134,365,0.367,165,367,0.45,0.5,93,119,0.782,51,343,394,202,80,21,119,138,825,14,32,77.778,30.39,0.46
73,2010,Carlos Delfino,Bucks,placed on IL with concussion,SF,27,75,66,2279,12.9,0.526,0.499,0.163,2.4,18,9.8,14,1.8,0.7,13.2,18,1.1,3.7,4.8,0.101,-0.1,1.8,1.6,2.1,299,732,0.408,134,365,0.367,165,367,0.45,0.5,93,119,0.782,51,343,394,202,80,21,119,138,825,14,32,77.778,30.39,0.46
74,2010,Carlos Delfino,Bucks,strained neck (DNP),SF,27,75,66,2279,12.9,0.526,0.499,0.163,2.4,18,9.8,14,1.8,0.7,13.2,18,1.1,3.7,4.8,0.101,-0.1,1.8,1.6,2.1,299,732,0.408,134,365,0.367,165,367,0.45,0.5,93,119,0.782,51,343,394,202,80,21,119,138,825,14,32,77.778,30.39,0.46
75,2010,Carlos Delfino,Bucks,concussion (DNP),SF,27,75,66,2279,12.9,0.526,0.499,0.163,2.4,18,9.8,14,1.8,0.7,13.2,18,1.1,3.7,4.8,0.101,-0.1,1.8,1.6,2.1,299,732,0.408,134,365,0.367,165,367,0.45,0.5,93,119,0.782,51,343,394,202,80,21,119,138,825,14,32,77.778,30.39,0.46
76,2010,Carmelo Anthony,Nuggets,right knee patella tendinitis (DNP),SF,25,69,69,2634,22.2,0.548,0.125,0.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,5.6,2.4,7.9,0.145,2.7,-1.3,1.4,2.3,688,1502,0.458,59,187,0.316,629,1315,0.478,0.478,508,612,0.83,152,302,454,222,88,30,209,225,1943,2,72,5.988,38.17,0.05
77,2010,Carmelo Anthony,Nuggets,right knee inflammation (DNP),SF,25,69,69,2634,22.2,0.548,0.125,0.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,5.6,2.4,7.9,0.145,2.7,-1.3,1.4,2.3,688,1502,0.458,59,187,0.316,629,1315,0.478,0.478,508,612,0.83,152,302,454,222,88,30,209,225,1943,2,72,5.988,38.17,0.05
78,2010,Caron Butler,Mavericks,activated from IL,SG,29,27,27,930,14.2,0.509,0.14,0.291,4.5,13.3,8.9,8.5,2.7,0.7,10.5,22.3,0.2,1.2,1.4,0.075,-1.1,0.8,-0.3,0.4,157,357,0.44,17,50,0.34,140,307,0.456,0.464,79,104,0.76,36,109,145,49,48,9,47,67,410,2,23,8.969,34.44,0.06
79,2010,Caron Butler,Mavericks,placed on IL with back spasms,SG,29,27,27,930,14.2,0.509,0.14,0.291,4.5,13.3,8.9,8.5,2.7,0.7,10.5,22.3,0.2,1.2,1.4,0.075,-1.1,0.8,-0.3,0.4,157,357,0.44,17,50,0.34,140,307,0.456,0.464,79,104,0.76,36,109,145,49,48,9,47,67,410,2,23,8.969,34.44,0.06
80,2010,Chase Budinger,Rockets,sprained left ankle (DNP),SF,21,74,4,1488,14.1,0.545,0.441,0.154,2.8,14.6,8.5,9.7,1.2,0.5,7.4,19.4,1.9,1.2,3.1,0.1,0.3,-1.5,-1.1,0.3,249,565,0.441,92,249,0.369,157,316,0.497,0.522,67,87,0.77,38,182,220,88,34,11,48,85,657,2,19,10.309,20.11,0.1
81,2010,Chase Budinger,Rockets,sprained left ankle (DNP),SF,21,74,4,1488,14.1,0.545,0.441,0.154,2.8,14.6,8.5,9.7,1.2,0.5,7.4,19.4,1.9,1.2,3.1,0.1,0.3,-1.5,-1.1,0.3,249,565,0.441,92,249,0.369,157,316,0.497,0.522,67,87,0.77,38,182,220,88,34,11,48,85,657,2,19,10.309,20.11,0.1
82,2010,Chauncey Billups,Nuggets,torn ligament in right wrist (DNP),PG,33,73,73,2490,20.2,0.601,0.423,0.532,1.2,9.3,5.3,26.1,1.7,0.3,13,24.3,7.7,1.7,9.5,0.182,5,-1.9,3.1,3.2,402,962,0.418,157,407,0.386,245,555,0.441,0.499,466,512,0.91,25,203,228,409,82,9,177,153,1427,5,32,20.576,34.11,0.15
83,2010,Chauncey Billups,Nuggets,placed on IL with broken nose and sprained right wrist,PG,33,73,73,2490,20.2,0.601,0.423,0.532,1.2,9.3,5.3,26.1,1.7,0.3,13,24.3,7.7,1.7,9.5,0.182,5,-1.9,3.1,3.2,402,962,0.418,157,407,0.386,245,555,0.441,0.499,466,512,0.91,25,203,228,409,82,9,177,153,1427,5,32,20.576,34.11,0.15
84,2010,Chauncey Billups,Nuggets,activated from IL,PG,33,73,73,2490,20.2,0.601,0.423,0.532,1.2,9.3,5.3,26.1,1.7,0.3,13,24.3,7.7,1.7,9.5,0.182,5,-1.9,3.1,3.2,402,962,0.418,157,407,0.386,245,555,0.441,0.499,466,512,0.91,25,203,228,409,82,9,177,153,1427,5,32,20.576,34.11,0.15
85,2010,Chauncey Billups,Nuggets,torn ligament in right wrist (DNP),PG,33,73,73,2490,20.2,0.601,0.423,0.532,1.2,9.3,5.3,26.1,1.7,0.3,13,24.3,7.7,1.7,9.5,0.182,5,-1.9,3.1,3.2,402,962,0.418,157,407,0.386,245,555,0.441,0.499,466,512,0.91,25,203,228,409,82,9,177,153,1427,5,32,20.576,34.11,0.15
86,2010,Chauncey Billups,Nuggets,sprained right wrist (DNP),PG,33,73,73,2490,20.2,0.601,0.423,0.532,1.2,9.3,5.3,26.1,1.7,0.3,13,24.3,7.7,1.7,9.5,0.182,5,-1.9,3.1,3.2,402,962,0.418,157,407,0.386,245,555,0.441,0.499,466,512,0.91,25,203,228,409,82,9,177,153,1427,5,32,20.576,34.11,0.15
87,2010,Chris Andersen,Nuggets,placed on IL with fracture in lower back,PF,31,76,0,1695,15.8,0.631,0.012,0.94,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,3.2,2.7,5.9,0.166,-1.1,3.3,2.1,1.8,142,251,0.566,0,3,0,142,248,0.573,0.566,164,236,0.695,147,336,483,33,42,143,59,171,448,4,47,37.037,22.3,0.18
88,2010,Chris Andersen,Nuggets,placed on IL recovering from surgery on right knee to repair partially torn patella tendon,PF,31,76,0,1695,15.8,0.631,0.012,0.94,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,3.2,2.7,5.9,0.166,-1.1,3.3,2.1,1.8,142,251,0.566,0,3,0,142,248,0.573,0.566,164,236,0.695,147,336,483,33,42,143,59,171,448,4,47,37.037,22.3,0.18
89,2010,Chris Andersen,Nuggets,activated from IL,PF,31,76,0,1695,15.8,0.631,0.012,0.94,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,3.2,2.7,5.9,0.166,-1.1,3.3,2.1,1.8,142,251,0.566,0,3,0,142,248,0.573,0.566,164,236,0.695,147,336,483,33,42,143,59,171,448,4,47,37.037,22.3,0.18
90,2010,Chris Andersen,Nuggets,activated from IL,PF,31,76,0,1695,15.8,0.631,0.012,0.94,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,3.2,2.7,5.9,0.166,-1.1,3.3,2.1,1.8,142,251,0.566,0,3,0,142,248,0.573,0.566,164,236,0.695,147,336,483,33,42,143,59,171,448,4,47,37.037,22.3,0.18
91,2010,Chris Kaman,Clippers,placed on IL with knee injury (P),C,27,76,76,2608,16.5,0.527,0.005,0.255,8.1,23.2,15.6,8.6,0.7,2.7,14.3,27.1,0,2.4,2.4,0.044,-2.8,-0.4,-3.2,-0.8,589,1202,0.49,0,6,0,589,1196,0.492,0.49,230,307,0.749,184,520,704,120,37,94,223,213,1408,4,45,14.76,34.32,0.12
92,2010,Chris Kaman,Clippers,activated from IL,C,27,76,76,2608,16.5,0.527,0.005,0.255,8.1,23.2,15.6,8.6,0.7,2.7,14.3,27.1,0,2.4,2.4,0.044,-2.8,-0.4,-3.2,-0.8,589,1202,0.49,0,6,0,589,1196,0.492,0.49,230,307,0.749,184,520,704,120,37,94,223,213,1408,4,45,14.76,34.32,0.12
93,2010,Chris Kaman,Clippers,sprained left ankle (DNP),C,27,76,76,2608,16.5,0.527,0.005,0.255,8.1,23.2,15.6,8.6,0.7,2.7,14.3,27.1,0,2.4,2.4,0.044,-2.8,-0.4,-3.2,-0.8,589,1202,0.49,0,6,0,589,1196,0.492,0.49,230,307,0.749,184,520,704,120,37,94,223,213,1408,4,45,14.76,34.32,0.12
94,2010,Chris Kaman,Clippers,placed on IL with sprained left ankle,C,27,76,76,2608,16.5,0.527,0.005,0.255,8.1,23.2,15.6,8.6,0.7,2.7,14.3,27.1,0,2.4,2.4,0.044,-2.8,-0.4,-3.2,-0.8,589,1202,0.49,0,6,0,589,1196,0.492,0.49,230,307,0.749,184,520,704,120,37,94,223,213,1408,4,45,14.76,34.32,0.12
95,2010,Chris Wilcox,Pistons,placed on IL with sore left hamstring,PF,27,34,10,441,12,0.532,0,0.433,11.4,21.4,16.1,4.9,1.6,2.3,21,18.9,-0.2,0.4,0.2,0.022,-4,-0.5,-4.5,-0.3,63,120,0.525,0,0,NA,63,120,0.525,0.525,26,52,0.5,44,73,117,13,13,12,38,64,152,2,20,10.582,12.97,0.15
96,2010,Chris Wilcox,Pistons,activated from IL,PF,27,34,10,441,12,0.532,0,0.433,11.4,21.4,16.1,4.9,1.6,2.3,21,18.9,-0.2,0.4,0.2,0.022,-4,-0.5,-4.5,-0.3,63,120,0.525,0,0,NA,63,120,0.525,0.525,26,52,0.5,44,73,117,13,13,12,38,64,152,2,20,10.582,12.97,0.15
97,2010,Chuck Hayes,Rockets,sprained right ankle (out indefinitely),C,26,82,82,1773,11.7,0.5,0,0.201,9.4,21.1,15,11.4,2.1,1.8,17.1,10.8,1.2,2.4,3.6,0.098,-2.1,3.3,1.2,1.4,161,329,0.489,0,0,NA,161,329,0.489,0.489,36,66,0.545,151,314,465,139,73,43,74,219,358,2,16,18.519,21.62,0.09
98,2010,Chuck Hayes,Rockets,placed on IL with sprained right ankle,C,26,82,82,1773,11.7,0.5,0,0.201,9.4,21.1,15,11.4,2.1,1.8,17.1,10.8,1.2,2.4,3.6,0.098,-2.1,3.3,1.2,1.4,161,329,0.489,0,0,NA,161,329,0.489,0.489,36,66,0.545,151,314,465,139,73,43,74,219,358,2,16,18.519,21.62,0.09
99,2010,Craig Smith,Clippers,placed on IL with herniated disc in lower back,PF,26,75,2,1232,16.9,0.599,0.013,0.524,9.1,18,13.5,11.8,1.4,1.5,15.3,21.2,2,1,3,0.117,-0.2,-0.3,-0.5,0.5,226,397,0.569,1,5,0.2,225,392,0.574,0.571,132,208,0.635,97,190,287,84,33,25,88,194,585,4,5,18.868,16.43,0.24
100,2010,Craig Smith,Clippers,back injury (out indefinitely),PF,26,75,2,1232,16.9,0.599,0.013,0.524,9.1,18,13.5,11.8,1.4,1.5,15.3,21.2,2,1,3,0.117,-0.2,-0.3,-0.5,0.5,226,397,0.569,1,5,0.2,225,392,0.574,0.571,132,208,0.635,97,190,287,84,33,25,88,194,585,4,5,18.868,16.43,0.24
101,2010,Craig Smith,Clippers,activated from IL,PF,26,75,2,1232,16.9,0.599,0.013,0.524,9.1,18,13.5,11.8,1.4,1.5,15.3,21.2,2,1,3,0.117,-0.2,-0.3,-0.5,0.5,226,397,0.569,1,5,0.2,225,392,0.574,0.571,132,208,0.635,97,190,287,84,33,25,88,194,585,4,5,18.868,16.43,0.24
102,2010,Craig Smith,Clippers,placed on IL with back injury,PF,26,75,2,1232,16.9,0.599,0.013,0.524,9.1,18,13.5,11.8,1.4,1.5,15.3,21.2,2,1,3,0.117,-0.2,-0.3,-0.5,0.5,226,397,0.569,1,5,0.2,225,392,0.574,0.571,132,208,0.635,97,190,287,84,33,25,88,194,585,4,5,18.868,16.43,0.24
103,2010,D.J. White,Thunder,returned to lineup,PF,23,12,0,102,25.9,0.65,0,0.244,11.6,14.2,12.9,7.4,2.5,2.2,6.2,21.3,0.4,0.2,0.6,0.276,3.3,0,3.3,0.1,25,41,0.61,0,0,NA,25,41,0.61,0.61,9,10,0.9,10,13,23,4,5,3,3,12,59,2,3,9.39,8.5,0.24
104,2010,D.J. White,Thunder,sprained right ankle (DTD),PF,23,12,0,102,25.9,0.65,0,0.244,11.6,14.2,12.9,7.4,2.5,2.2,6.2,21.3,0.4,0.2,0.6,0.276,3.3,0,3.3,0.1,25,41,0.61,0,0,NA,25,41,0.61,0.61,9,10,0.9,10,13,23,4,5,3,3,12,59,2,3,9.39,8.5,0.24
105,2010,Dahntay Jones,Pacers,placed on IL,SF,29,76,26,1892,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776,12,13,59.701,24.89,0.48
106,2010,Dahntay Jones,Pacers,activated from IL,SF,29,76,26,1892,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776,12,13,59.701,24.89,0.48
107,2010,Dahntay Jones,Pacers,placed on IL,SF,29,76,26,1892,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776,12,13,59.701,24.89,0.48
108,2010,Dahntay Jones,Pacers,activated from IL (P),SF,29,76,26,1892,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776,12,13,59.701,24.89,0.48
109,2010,Dahntay Jones,Pacers,activated from IL,SF,29,76,26,1892,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776,12,13,59.701,24.89,0.48
110,2010,Dahntay Jones,Pacers,placed on IL,SF,29,76,26,1892,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776,12,13,59.701,24.89,0.48
111,2010,Dahntay Jones,Pacers,placed on IL,SF,29,76,26,1892,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776,12,13,59.701,24.89,0.48
112,2010,Dahntay Jones,Pacers,placed on IL,SF,29,76,26,1892,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776,12,13,59.701,24.89,0.48
113,2010,Dahntay Jones,Pacers,activated from IL,SF,29,76,26,1892,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776,12,13,59.701,24.89,0.48
114,2010,Dahntay Jones,Pacers,activated from IL,SF,29,76,26,1892,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776,12,13,59.701,24.89,0.48
115,2010,Dahntay Jones,Pacers,placed on IL,SF,29,76,26,1892,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776,12,13,59.701,24.89,0.48
116,2010,Dahntay Jones,Pacers,activated from IL,SF,29,76,26,1892,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8,287,623,0.461,4,32,0.125,283,591,0.479,0.464,198,257,0.77,48,181,229,150,40,39,129,237,776,12,13,59.701,24.89,0.48
117,2010,DaJuan Summers,Pistons,activated from IL,SF,22,44,0,405,7.5,0.457,0.323,0.292,3.9,9.9,6.7,6.3,1.1,1.5,9.8,18.5,-0.1,0.1,0,0.002,-3.3,-2.5,-5.8,-0.4,46,130,0.354,15,42,0.357,31,88,0.352,0.412,27,38,0.711,14,31,45,16,8,7,16,52,134,6,19,32.432,9.2,0.65
118,2010,DaJuan Summers,Pistons,activated from IL,SF,22,44,0,405,7.5,0.457,0.323,0.292,3.9,9.9,6.7,6.3,1.1,1.5,9.8,18.5,-0.1,0.1,0,0.002,-3.3,-2.5,-5.8,-0.4,46,130,0.354,15,42,0.357,31,88,0.352,0.412,27,38,0.711,14,31,45,16,8,7,16,52,134,6,19,32.432,9.2,0.65
119,2010,DaJuan Summers,Pistons,activated from IL,SF,22,44,0,405,7.5,0.457,0.323,0.292,3.9,9.9,6.7,6.3,1.1,1.5,9.8,18.5,-0.1,0.1,0,0.002,-3.3,-2.5,-5.8,-0.4,46,130,0.354,15,42,0.357,31,88,0.352,0.412,27,38,0.711,14,31,45,16,8,7,16,52,134,6,19,32.432,9.2,0.65
120,2010,DaJuan Summers,Pistons,placed on IL,SF,22,44,0,405,7.5,0.457,0.323,0.292,3.9,9.9,6.7,6.3,1.1,1.5,9.8,18.5,-0.1,0.1,0,0.002,-3.3,-2.5,-5.8,-0.4,46,130,0.354,15,42,0.357,31,88,0.352,0.412,27,38,0.711,14,31,45,16,8,7,16,52,134,6,19,32.432,9.2,0.65
121,2010,DaJuan Summers,Pistons,placed on IL,SF,22,44,0,405,7.5,0.457,0.323,0.292,3.9,9.9,6.7,6.3,1.1,1.5,9.8,18.5,-0.1,0.1,0,0.002,-3.3,-2.5,-5.8,-0.4,46,130,0.354,15,42,0.357,31,88,0.352,0.412,27,38,0.711,14,31,45,16,8,7,16,52,134,6,19,32.432,9.2,0.65
122,2010,DaJuan Summers,Pistons,placed on IL,SF,22,44,0,405,7.5,0.457,0.323,0.292,3.9,9.9,6.7,6.3,1.1,1.5,9.8,18.5,-0.1,0.1,0,0.002,-3.3,-2.5,-5.8,-0.4,46,130,0.354,15,42,0.357,31,88,0.352,0.412,27,38,0.711,14,31,45,16,8,7,16,52,134,6,19,32.432,9.2,0.65
123,2010,Daniel Gibson,Cavaliers,activated from IL,PG,23,56,10,1068,11.3,0.613,0.556,0.183,1.5,6.4,4.1,9.8,1.2,0.5,11.1,14.2,1.6,1,2.6,0.117,0.8,-1.2,-0.4,0.4,125,268,0.466,71,149,0.477,54,119,0.454,0.599,34,49,0.694,13,60,73,70,25,7,36,79,355,2,46,14.085,19.07,0.1
124,2010,Daniel Gibson,Cavaliers,placed on IL with flu,PG,23,56,10,1068,11.3,0.613,0.556,0.183,1.5,6.4,4.1,9.8,1.2,0.5,11.1,14.2,1.6,1,2.6,0.117,0.8,-1.2,-0.4,0.4,125,268,0.466,71,149,0.477,54,119,0.454,0.599,34,49,0.694,13,60,73,70,25,7,36,79,355,2,46,14.085,19.07,0.1
125,2010,Danny Granger,Pacers,activated from IL,SF,26,62,62,2278,19.8,0.564,0.385,0.376,3.2,13.3,8.2,13.6,2,1.6,10.6,28.7,3.5,2.7,6.2,0.131,3.1,-0.4,2.7,2.7,488,1139,0.428,158,438,0.361,330,701,0.471,0.498,363,428,0.848,67,275,342,171,94,51,157,183,1497,2,27,6.969,36.74,0.05
126,2010,Danny Granger,Pacers,placed on IL with sprained left ankle,SF,26,62,62,2278,19.8,0.564,0.385,0.376,3.2,13.3,8.2,13.6,2,1.6,10.6,28.7,3.5,2.7,6.2,0.131,3.1,-0.4,2.7,2.7,488,1139,0.428,158,438,0.361,330,701,0.471,0.498,363,428,0.848,67,275,342,171,94,51,157,183,1497,2,27,6.969,36.74,0.05
127,2010,Darko Milicic,Timberwolves,placed on IL with sprained ankle,C,24,24,18,614,12.9,0.499,0.005,0.15,7.5,16.9,12.1,11,1.5,4,14.2,16.4,0.1,0.5,0.6,0.048,-2.5,2,-0.5,0.2,92,187,0.492,0,1,0,92,186,0.495,0.492,15,28,0.536,42,91,133,43,18,33,33,75,199,4,35,24.39,25.58,0.16
128,2010,Darko Milicic,Timberwolves,returned to lineup,C,24,24,18,614,12.9,0.499,0.005,0.15,7.5,16.9,12.1,11,1.5,4,14.2,16.4,0.1,0.5,0.6,0.048,-2.5,2,-0.5,0.2,92,187,0.492,0,1,0,92,186,0.495,0.492,15,28,0.536,42,91,133,43,18,33,33,75,199,4,35,24.39,25.58,0.16
129,2010,Darko Milicic,Timberwolves,bruised right quadriceps (DNP),C,24,24,18,614,12.9,0.499,0.005,0.15,7.5,16.9,12.1,11,1.5,4,14.2,16.4,0.1,0.5,0.6,0.048,-2.5,2,-0.5,0.2,92,187,0.492,0,1,0,92,186,0.495,0.492,15,28,0.536,42,91,133,43,18,33,33,75,199,4,35,24.39,25.58,0.16
130,2010,Darko Milicic,Timberwolves,activated from IL,C,24,24,18,614,12.9,0.499,0.005,0.15,7.5,16.9,12.1,11,1.5,4,14.2,16.4,0.1,0.5,0.6,0.048,-2.5,2,-0.5,0.2,92,187,0.492,0,1,0,92,186,0.495,0.492,15,28,0.536,42,91,133,43,18,33,33,75,199,4,35,24.39,25.58,0.16
131,2010,Darrell Arthur,Grizzlies,placed on IL with strained left groin,PF,21,32,1,457,10.5,0.449,0.007,0.205,9.4,18.7,14,4.9,1.6,2.3,12.1,17.4,-0.1,0.4,0.3,0.031,-3.9,-0.4,-4.3,-0.3,63,146,0.432,0,1,0,63,145,0.434,0.432,17,30,0.567,37,73,110,15,14,14,22,60,143,2,70,11.494,14.28,0.14
132,2010,Darrell Arthur,Grizzlies,activated from IL,PF,21,32,1,457,10.5,0.449,0.007,0.205,9.4,18.7,14,4.9,1.6,2.3,12.1,17.4,-0.1,0.4,0.3,0.031,-3.9,-0.4,-4.3,-0.3,63,146,0.432,0,1,0,63,145,0.434,0.432,17,30,0.567,37,73,110,15,14,14,22,60,143,2,70,11.494,14.28,0.14
133,2010,DeMarre Carroll,Grizzlies,activated from IL,SF,23,71,1,795,8.5,0.426,0.027,0.239,7.8,14.3,11,5.9,1.8,0.9,8.9,14.8,-0.1,0.6,0.5,0.031,-3.4,-0.7,-4.1,-0.4,88,222,0.396,0,6,0,88,216,0.407,0.396,33,53,0.623,53,97,150,33,28,9,24,107,209,5,62,33.784,11.2,0.45
134,2010,DeMarre Carroll,Grizzlies,placed on IL,SF,23,71,1,795,8.5,0.426,0.027,0.239,7.8,14.3,11,5.9,1.8,0.9,8.9,14.8,-0.1,0.6,0.5,0.031,-3.4,-0.7,-4.1,-0.4,88,222,0.396,0,6,0,88,216,0.407,0.396,33,53,0.623,53,97,150,33,28,9,24,107,209,5,62,33.784,11.2,0.45
135,2010,DeMarre Carroll,Grizzlies,placed on IL,SF,23,71,1,795,8.5,0.426,0.027,0.239,7.8,14.3,11,5.9,1.8,0.9,8.9,14.8,-0.1,0.6,0.5,0.031,-3.4,-0.7,-4.1,-0.4,88,222,0.396,0,6,0,88,216,0.407,0.396,33,53,0.623,53,97,150,33,28,9,24,107,209,5,62,33.784,11.2,0.45
136,2010,DeMarre Carroll,Grizzlies,activated from IL,SF,23,71,1,795,8.5,0.426,0.027,0.239,7.8,14.3,11,5.9,1.8,0.9,8.9,14.8,-0.1,0.6,0.5,0.031,-3.4,-0.7,-4.1,-0.4,88,222,0.396,0,6,0,88,216,0.407,0.396,33,53,0.623,53,97,150,33,28,9,24,107,209,5,62,33.784,11.2,0.45
137,2010,DeMarre Carroll,Grizzlies,placed on IL,SF,23,71,1,795,8.5,0.426,0.027,0.239,7.8,14.3,11,5.9,1.8,0.9,8.9,14.8,-0.1,0.6,0.5,0.031,-3.4,-0.7,-4.1,-0.4,88,222,0.396,0,6,0,88,216,0.407,0.396,33,53,0.623,53,97,150,33,28,9,24,107,209,5,62,33.784,11.2,0.45
138,2010,Derrick Rose,Bulls,activated from IL,PG,21,78,78,2871,18.6,0.532,0.044,0.246,2.6,8.7,5.7,30.3,1,0.7,12.5,27.2,3.5,2.5,6,0.1,1.7,-1.3,0.5,1.8,672,1373,0.489,16,60,0.267,656,1313,0.5,0.495,259,338,0.766,65,228,293,469,57,27,217,96,1619,2,73,7.353,36.81,0.05
139,2010,Derrick Rose,Bulls,placed on IL with sore neck,PG,21,78,78,2871,18.6,0.532,0.044,0.246,2.6,8.7,5.7,30.3,1,0.7,12.5,27.2,3.5,2.5,6,0.1,1.7,-1.3,0.5,1.8,672,1373,0.489,16,60,0.267,656,1313,0.5,0.495,259,338,0.766,65,228,293,469,57,27,217,96,1619,2,73,7.353,36.81,0.05
140,2010,Devin Harris,Nets,activated from IL,PG,26,64,61,2221,16.2,0.512,0.245,0.437,1.2,9.7,5.3,34.6,1.9,0.6,14.7,25.5,1.5,1.2,2.7,0.057,1.5,-2,-0.5,0.8,356,884,0.403,60,217,0.276,296,667,0.444,0.437,308,386,0.798,24,179,203,423,79,18,181,178,1080,2,52,7.843,34.7,0.06
141,2010,Devin Harris,Nets,placed on IL with sprained left knee,PG,26,64,61,2221,16.2,0.512,0.245,0.437,1.2,9.7,5.3,34.6,1.9,0.6,14.7,25.5,1.5,1.2,2.7,0.057,1.5,-2,-0.5,0.8,356,884,0.403,60,217,0.276,296,667,0.444,0.437,308,386,0.798,24,179,203,423,79,18,181,178,1080,2,52,7.843,34.7,0.06
142,2010,Dirk Nowitzki,Mavericks,placed on IL with sprained right knee,PF,31,81,80,3039,22.9,0.578,0.081,0.392,3.1,20.1,11.7,13,1.2,2,7.8,28.8,8.4,3.9,12.3,0.194,2.3,0.3,2.6,3.5,720,1496,0.481,51,121,0.421,669,1375,0.487,0.498,536,586,0.915,80,540,620,218,70,79,149,208,2027,1,50,3.472,37.52,0.03
143,2010,Dwight Howard,Magic,stomach virus (DNP),C,24,82,82,2843,24,0.63,0.008,0.978,12,31.3,22,8.7,1.4,6,18.7,23.9,6.1,7.1,13.2,0.223,0.4,5,5.5,5.4,510,834,0.612,0,7,0,510,827,0.617,0.612,483,816,0.592,284,798,1082,144,75,228,274,287,1503,2,52,8.368,34.67,0.06
